;audio;transcript
488;09_29_2022_chunk_6.wav;Ed è tutto per questa edizione, il TG uno torna alle 13:30 grazie per l'attenzione, arrivederci.
489;09_30_2022_chunk_1.wav;Buongiorno dal TG uno, l'autorità dell'energia ha certificato gli aumenti delle bollette della luce che dal 1 ottobre cresceranno del 59% a causa dell'invasione russa in Ucraina.
490;09_30_2022_chunk_1.wav;Oggi Vertice straordinario dei ministri europei dell'energia alla ricerca di un'intesa sul prezzo del gas, la Germania ha annunciato distanziare 152 100 miliardi per famiglie ed imprese tedesche. Il Premier Draghi ribadisce che la crisi energetica richiede una risposta comune da parte dell'Europa.
491;09_30_2022_chunk_2.wav;In Russia è il giorno in cui Putin comunicherà l'annessione delle regioni occupate in Ucraina. Sul fronte proseguono i combattimenti questa mattina missili russi hanno colpito un convoglio umanitario civile in uscita da zaja. Almeno 23 le vittime e 28 i feriti.
492;09_30_2022_chunk_3.wav;L'emergenza energetica è il primo punto dell'agenda di Giorgia Meloni, serve una risposta europea, scrive in una nota nessuno Stato membro può offrire soluzioni efficaci da solo, senza una strategia comune. Prosegue intanto il lavoro per la squadra di governo di centrodestra.
493;09_30_2022_chunk_3.wav;Nel centrosinistra, Pd concentrato sul percorso verso il Congresso e sull'opposizione che svolgerà in Parlamento.
494;09_30_2022_chunk_3.wav;Dai 5 Stelle Conte in pressing sulle bollette azioni Italia viva, Calenda ribadisce un'opposizione costruttiva.
495;09_30_2022_chunk_4.wav;Attentato kamikaze a ovest di Kabul, 32 morti oltre 40 feriti, secondo una fonte del governo afghano, l'esplosione è avvenuta all'interno di un centro educativo nel quartiere abitato da sciiti, dove erano presenti almeno 150 ragazzi. Un uomo ha sparato alla Guardia dell'Istituto, poi ha saltato l'Aula e fatto detonare la sua cintura esplosiva.
496;09_30_2022_chunk_4.wav;Tra gli studenti.
497;09_30_2022_chunk_4.wav;Ancora nessuna rivendicazione dell'attacco.
498;09_30_2022_chunk_5.wav;I mondiali di pallavolo femminile.
499;09_30_2022_chunk_5.wav;Quarta vittoria per l'Italia che batte anche il Kenya, domenica l'ultima partita del girone contro l'Olanda padrona di casa.
500;09_30_2022_chunk_6.wav;Ed è tutto per questa edizione, il TG uno torna alle 13:30 grazie per l'attenzione, arrivederci.
501;10_01_2022_dx_chunk_1.wav;Buongiorno dal Tg uno, il Presidente russo Putin ha firmato l'annessione dei territori occupati dell'Ucraina dopo i referendum farsa condannati dalla comunità internazionale.
502;10_01_2022_dx_chunk_1.wav;Sono nostri per sempre, li difenderemo con ogni mezzo, ha detto tornando a minacciare gli Stati Uniti e l'Occidente.
503;10_01_2022_dx_chunk_2.wav;Pronta la reazione degli Stati Uniti al discorso del Presidente russo, non ci faremo intimidire ha detto il presidente Biden, ribadendo che non riconosceranno mai quei territori come Russia.
504;10_01_2022_dx_chunk_2.wav;Al Consiglio di sicurezza dell'ONU, veto di Mosca alla risoluzione contro il referendum, unanime la condanna dell'annessione dall'Unione europea per la NATO e l'escalation più grave dall'inizio della guerra.
505;10_01_2022_dx_chunk_3.wav;Ieri a Bruxelles il Vertice dei ministri dell'energia, nessuna intesa sul tetto generalizzato al prezzo del gas su cui spingono Italia e Francia, mentre la Germania frena anche la Commissione lo definisce una misura troppo radicale, rischiosa.
506;10_01_2022_dx_chunk_3.wav;Accordo invece tra i 27 sul taglio ai consumi e il tetto agli extra profitti dei produttori di energia.
507;10_01_2022_dx_chunk_4.wav;Non si placa l'ondata di maltempo, danni per pioggia e vento nell'agro pontino ed in Sicilia, dove un pullman è finito fuori strada per una tromba d'aria.
508;10_01_2022_dx_chunk_4.wav;Tra i feriti in modo lieve, oggi ancora allerta gialla sulle regioni del centro e del Sud e a Senigallia, il fiume MISA torna a salire.
509;10_01_2022_dx_chunk_5.wav;Il calcio dopo la pausa per la nazionale torna il campionato. Tre gli anticipi di oggi nel pomeriggio, Napoli Torino e Inter Roma. Stasera in campo i campioni in carica del Milan a Empoli.
510;10_01_2022_dx_chunk_6.wav;Ed è tutto per questa edizione, il Tg uno torna alle 13:30 grazie per l'attenzione, arrivederci.
511;10_02_2022_chunk_1.wav;Buongiorno dal Tg uno, in Ucraina una seconda strage di civili in pochi giorni nel territorio di Carchi va a kjfk, Kiev accusa l'esercito russo di aver bombardato un convoglio in fuga tra le vittime, donne e bambini. E intanto l'esercito ucraino, all'indomani dell'annessione di Mosca, riconquista la città di Liman nella regione di Donetsk e del presidente Zelensky si rivolge ai russi e dice.
512;10_02_2022_chunk_1.wav;Abbandonate Putin o vi uccidera tutti
513;10_02_2022_chunk_2.wav;Sul fronte del gas c'è stato ieri all'inaugurazione del gasdotto tra Grecia e Bulgaria, l'intervento della Presidente della Commissione europea Ursula von der Leyen, che ha lanciato agli Stati membri un appello per la fine delle divisioni per creare insieme un'Unione europea dell'energia.
514;10_02_2022_chunk_3.wav;Prima uscita pubblica dopo la vittoria, le elezioni per Giorgia Meloni, ieri al villaggio della Coldiretti a Milano. Vogliamo dare risposte immediate ed efficaci ai problemi degli italiani ha detto prima l'incontro ad Arcore con Berlusconi e l'intesa per un esecutivo di alto profilo. Intanto nella Lega nasce la prima corrente con Umberto Bossi che vara il Comitato del Nord, mentre le opposizioni preparano le loro proposte.
515;10_02_2022_chunk_3.wav;Sul caro energia da portare in Parlamento.
516;10_02_2022_chunk_4.wav;è di 174 morti il bilancio ufficiale degli scontri scoppiati al termine di una partita di calcio a Malanga, in Indonesia. più di 200 i feriti. Le violenze sono cominciate con l'invasione di campo da parte dei tifosi della squadra sconfitta. La polizia ha cercato di disperderli con lacrimogeni, ma molti sono morti nella calca.
517;10_02_2022_chunk_5.wav;Il calcio e il Napoli in testa al campionato dopo la vittoria per tre a uno sul Torino, la Roma batte l'Inter a San Siro per due a uno, il Milan Espugna a Empoli nei minuti di recupero e oggi in campo, tra le altre, la Lazio, l'Atalanta e la Juventus.
518;10_02_2022_chunk_6.wav;Ed è tutto per questa edizione del TG uno, torna alle 13:30 grazie per l'attenzione e arrivederci.
519;10_03_2022_chunk_1.wav;Un giorno dal g uno nella lingua dei segni, la guerra in Ucraina, oggi a Mosca la Duma ratifica l'annessione delle quattro regioni, dopo i referendum non riconosciuti dalla comunità internazionale, la Farnesina convoca l'ambasciatore russo a Roma, un'azione coordinata con gli altri paesi europei.
520;10_03_2022_chunk_1.wav;Al fronte avanza la controffensiva dell'esercito di Kiev, liberati due villaggi nella provincia di Carson.
521;10_03_2022_chunk_2.wav;Sul fronte dell'energia e della strategia per contenere i rincari del gas in Europa si apre una settimana di incontri e vertici importanti. Il ministro Cingolani ha reso noto che nelle prossime ore arriverà la proposta italiana per un nuovo indice di prezzo a livello europeo.
522;10_03_2022_chunk_2.wav;Oggi la Danimarca ha reso noto che la perdita nel gasdotto Nord Stream uno si è fermata.
523;10_03_2022_chunk_3.wav;Il Brasile va al ballottaggio nelle elezioni presidenziali, l'Aula non ce l'ha fatta ad avere la maggioranza al primo turno, smentendo i pronostici favorevoli a suo vantaggio.
524;10_03_2022_chunk_3.wav;Lo sfidante, il Presidente uscente Bolsonaro lo segue a poca distanza, tutto è rimandato al ballottaggio del 30 ottobre.
525;10_03_2022_chunk_4.wav;La Farnesina sta verificando la notizia dell'arresto di Alessia piperno in Iran. I genitori della giovane, ieri, in un post pubblicato sui social, hanno reso noto che la figlia, dopo quattro giorni di silenzio, è riuscita a chiamare l'Italia dicendo di essere rinchiusa in un carcere di Teheran.
526;10_03_2022_chunk_4.wav;Ignote le ragioni dell'arresto.
527;10_03_2022_chunk_5.wav;Il calcio nell'ottava giornata della serie A l'Atalanta vince uno a zero in casa contro la Fiorentina.
528;10_03_2022_chunk_5.wav;E torna in vetta alla classifica insieme al Napoli.
529;10_03_2022_chunk_5.wav;Ritrova la vittoria la Juventus che batte tre a zero il a Torino, il Bologna all'olimpico, la Lazio passeggia quattro a zero sullo Spezia. Esonerato l'allenatore della Sampdoria dopo la sconfitta della squadra con il Monza.
530;10_03_2022_chunk_5.wav;Oggi in campo Verona Udinese.
531;10_03_2022_chunk_6.wav;Ed è tutto il TG uno torna alle 13:30 buona giornata.
532;10_04_2022_chunk_1.wav;Buongiorno dal Tg uno, l'energia è una priorità, per questo serve fare presto per la formazione del governo. Ci sono scadenze importanti. Lo ha detto la leader di Fratelli d'Italia Giorgia Meloni, ieri sera al termine di una giornata di lavoro a Montecitorio. La transizione sarà ordinata nel rispetto delle Istituzioni, non c'è nessun inciucio con il governo in carica, ha aggiunto Meloni.
533;10_04_2022_chunk_2.wav;Al termine della riunione a Lussemburgo, l'Eurogruppo ha sollecitato il coordinamento per una risposta adeguata alla crisi energetica. Slitta la presentazione della proposta della Commissione europea sul tetto al prezzo del gas. La Presidente della Commissione von der Leyen ha deciso di definirla dopo l'incontro del Sei 7 ottobre a Praga, dove è previsto.
534;10_04_2022_chunk_2.wav;Vertice dei capi di Stato e di governo dell'Unione.
535;10_04_2022_chunk_3.wav;Missile balistico lanciato dalla Corea del Nord, sorvola il Giappone, ferma condanna dalla comunità internazionale, il Primo ministro giapponese Kishida ha parlato di atto di violenza che segue i ripetuti e recenti lanci di missili balistici. gli Stati Uniti si sono consultati con il Giappone e la Corea del Sud per una risposta che definiscono robusta.
536;10_04_2022_chunk_4.wav;La guida Suprema religiosa iraniana, l'ayatollah Khamenei, ha definito un triste incidente la morte di Masa Amini e si è scagliato contro le manifestazioni di protesta.
537;10_04_2022_chunk_4.wav;Washington condanna la repressione delle milizie iraniane.
538;10_04_2022_chunk_4.wav;Intanto la Farnesina segue il caso della giovane italiana arrestata in Iran Alessia piperno.
539;10_04_2022_chunk_5.wav;Il calcio stasera la terza giornata dei gironi di Champions League, alle 21 l'Inter ospita il Barcellona, mentre il Napoli gioca in casa dell'Ajax. Ieri nel posticipo dell'ottava giornata di serie A, l'udinese ha battuto fuori casa il Verona.
540;10_04_2022_chunk_5.wav;I bianconeri ora terzi a un punto da Napoli e Atalanta.
541;10_04_2022_chunk_6.wav;E con questo è tutto il tg uno torna alle 13:30 buona giornata.
542;10_05_2022_chunk_1.wav;Buongiorno dal Tg uno l'emergenza energetica al Vertice dei ministri finanziari in Lussemburgo, i paesi europei si sono divisi sull'ipotesi di un dispositivo Shure per contrastare il caro bollette la proposta avanzata da Italia e Francia di un nuovo strumento di debito comune come quello attuato per contrastare il Covid.
543;10_05_2022_chunk_1.wav;Ha incontrato l'opposizione di Germania.
544;10_05_2022_chunk_1.wav;Olanda e Austria.
545;10_05_2022_chunk_1.wav;Via libera invece dall'Ecofin all'inserimento del Repower U, il fondo per l'autonomia energetica dell'Europa come capitolo dei piani di ripresa e.
546;10_05_2022_chunk_2.wav;In Ucraina scoperta un'altra camera delle torture nella regione di Kharkiv, mentre continua la controffensiva di Kiev, che riconquista territori anche nelle zone che la Russia considera annesse. Secondo il quotidiano britannico Times.
547;10_05_2022_chunk_2.wav;Putin prepara un test nucleare ai confini dell'Ucraina.
548;10_05_2022_chunk_2.wav;Ma Mosca smentisce.
549;10_05_2022_chunk_2.wav;Almeno 700.000 gli uomini che hanno lasciato la Russia per non arruolarsi.
550;10_05_2022_chunk_2.wav;Putin poco fa ha firmato la ratifica formale dell'annessione delle quattro regioni ucraine.
551;10_05_2022_chunk_3.wav;La multinazionale russa Gazprom ha fatto sapere di aver ripreso le forniture di gas attraverso l'Austria.
552;10_05_2022_chunk_3.wav;Principalmente dirette all'Italia.
553;10_05_2022_chunk_3.wav;E quanto viene riportato in una nota del colosso energetico che spiega come sia stata trovata una soluzione con gli acquirenti.
554;10_05_2022_chunk_4.wav;Con un'esercitazione congiunta Stati Uniti e Corea del Sud replicano alla provocazione di Pions Yang.
555;10_05_2022_chunk_4.wav;Che aveva lanciato un missile in sorvolo sul Giappone, sono stati sparati alcuni missili balistici, uno dei quali però è esploso e si è schiantato al suolo.
556;10_05_2022_chunk_4.wav;Panico tra gli abitanti della città costiera di gang Nyaung.
557;10_05_2022_chunk_4.wav;Lo stato maggiore di Seul ha ammesso che si è trattato di un incidente.
558;10_05_2022_chunk_5.wav;Calcio bene le italiane in Champions League, il Napoli travolge l'Ajax sei a uno.
559;10_05_2022_chunk_5.wav;Mentre l'Inter a San Siro si impone per uno a zero sul Barcellona.
560;10_05_2022_chunk_5.wav;Stasera si replica con Chelsea, Milan e Juventus Maccabi Haifa.
561;10_05_2022_chunk_6.wav;E tutto il TG uno torna alle 13:30 buona giornata.
562;10_06_2022_chunk_1.wav;Buongiorno dal TG uno, il caro energia sarà uno dei temi del Vertice informale dei capi di Stato e di governo europei che si apre oggi a Praga. Solo una risposta comune può ridurre i costi per le famiglie e le imprese, scrive la Presidente della Commissione von der Leyen. Siamo pronti a discutere l'introduzione di un tetto massimo del gas per la produzione di energia elettrica. Nella lettera indirizzata ai leader von der Leyen detta le linee di azione.
563;10_06_2022_chunk_1.wav;Negoziati con i paesi fornitori per ridurre il prezzo del gas una piattaforma di acquisti comune per non farsi concorrenza tra paesi membri. La ricerca di una quotazione del gas diversa dall'attuale TF.
564;10_06_2022_chunk_2.wav;In Ucraina prosegue la controffensiva di Kiev, che ha riconquistato diversi villaggi nella regione di Carson. Nella notte bombe russe nel distretto di Kharkiv e su alcuni edifici di Zaporozhye.
565;10_06_2022_chunk_2.wav;Uccisi dei civili, il Presidente Putin promette di stabilizzare i territori del Donbass di cui rivendica l'annessione e ha firmato il decreto che dichiara di proprietà russa la centrale nucleare di Zaporozhye.
566;10_06_2022_chunk_2.wav;Per chiv l'atto non è valido.
567;10_06_2022_chunk_3.wav;Sesto test missilistico della Corea del Nord che ieri sera ha lanciato altri due razzi a corto raggio verso il Mar del Giappone, dopo quello che due giorni fa aveva sorvolato il paese nipponico. gli Stati Uniti hanno condannato il nuovo lancio, definendolo una violazione della risoluzione del Consiglio di sicurezza dell'ONU e una minaccia alla.
568;10_06_2022_chunk_3.wav;Comunità internazionale.
569;10_06_2022_chunk_4.wav;Il Covid nell'ultima settimana crescono contagi e ricoveri, oltre 45.000 nuovi casi in un giorno, il tasso di positività e al 20,1% le vittime sono 43. Il numero dei pazienti ricoverati è salito quasi del 40% in soli 7 giorni. Gli esperti raccomandano la quarta dose a fragili e over 60.
570;10_06_2022_chunk_4.wav;In alcune regioni sono iniziate le somministrazioni del vaccino anti COVID e di quello influenzale in un'unica seduta, con priorità alle fasce di popolazione ritenute a rischio.
571;10_06_2022_chunk_5.wav;Il calcio Champions League, prima vittoria nel Girone per la Juventus che batte gli israeliani del Maccabi Haifa per tre a uno.
572;10_06_2022_chunk_5.wav;Brusco stop invece per il Milan, sconfitto a Londra dal Chelsea per tre a zero.
573;10_06_2022_chunk_5.wav;Stasera per Europa e Conference League in campo Roma, Lazio e Fiorentina.
574;10_06_2022_chunk_6.wav;Il TG uno torna alle 13:30, buon proseguimento di giornata su Rai Uno.
575;01_25_2022_chunk_1.wav;Buongiorno dal TG uno. Il centrodestra vince le elezioni politiche con il 44% dei consensi. Fratelli d'Italia primo partito al 26%, in forte calo la Lega, tiene Forza Italia nel Pd Enrico Letta, nunzi ricandiderà  a guidare il partito sceso al 19%. Il Movimento 5 stelle terzo partito e azioni Italia viva si ferma al 7 e 7 nelle regionali in Sicilia ha vinto Renato Schifani, candidato del centrodestra. 
576;01_25_2022_chunk_2.wav;Le reazioni internazionali dagli Stati Uniti il Segretario di Stato blinken definisce l'Italia un partner importante e si dice pronto a lavorare insieme alle sfide globali. Bruxelles esprime fiducia sulla cooperazione con il nuovo governo il Presidente francese Macron, rispetto per la scelta democratica degli italiani, continuare a lavorare insieme come europei.
577;01_25_2022_chunk_3.wav;In Russia non si fermano le proteste contro l'arruolamento di massa disposto da Putin. Decine di migliaia di persone giÃ  fuggite all'estero, mentre il Cremlino ammette qualche errore e per ora non chiude le frontiere. In Ucraina, pesanti bombardamenti russi su Miccoli Live e zaporozhye.
578;01_25_2022_chunk_4.wav;E stato un successo il primo esperimento di difesa planetaria promosso dalla NASA all'una e 15 di questa notte la sonda darth ha colpito l'asteroide dai Murphy per deviarne la traiettoria. L'operazione spaziale è stata documentata dal satellite li si ecuba di fabbricazione italiana. 
579;01_25_2022_chunk_6.wav;ed è tutto per questa edizione il TG uno torna alle 13
580;01_25_2022_chunk_5.wav;Il calcio Nations League l'Italia batte in trasferta l'Ungheria per due a zero e conquista il primo posto nel girone, le Final Four che si giocheranno a metÃ  giugno. Gol azzurri realizzati da raspadori e di Marco. 
581;01_26_2022_chunk_1.wav;Buongiorno dal tg uno, fumata nera dopo la prima giornata di voto per l'elezione del nuovo Presidente della Repubblica da parte dei 1008 grandi elettori, 672 le schede bianche, 49 le nulle. Oggi, a partire dalle 15 nuova votazione. Fino a domani è necessaria la maggioranza di 2/3 del Parlamento. Da giovedì la maggioranza assoluta.  
582;01_26_2022_chunk_2.wav;Ieri il confronto ha ricevuto nuovo impulso il Premier Draghi in colloqui separati, ha parlato con Salvini, Letta e Conte e incontri incrociati ci sono stati tra i leader dei partiti. Per superare lo stallo e arrivare a un nome condiviso. 
583;01_26_2022_chunk_3.wav;Si intensificano gli sforzi internazionali per trovare una soluzione diplomatica alla crisi Ucraina. Ieri seara video call del Presidente del Consiglio su iniziativa del Presidente degli Stati Uniti Biden, con i leader mondiali e i vertici dell'Unione europea e della NATO. Confermato il sostegno alla sovranità e all'integrità territoriale dell'Ucraina. 
584;01_26_2022_chunk_4.wav;La pandemia in Italia rallenta la circolazione del virus, per la prima volta dalla fine di ottobre scende il numero complessivo dei positivi. Il Commissario figliolo spiega, siamo arrivati al Plateau di Omicron. Inizia la discesa apertura nei confronti delle regioni su un'eventuale modifica sul sistema dei colori e sulla durata del Green pass. 
585;01_26_2022_chunk_5.wav;Siamo al tennis. Questa mattina alle 10 Matteo berrettini scende nuovamente in campo per affrontare il francese monfils nei quarti di finale degli Australian Open. Domani la sfida tra l'altro italiano Yannick Sinner e il greco Tsitsipas. 
586;01_26_2022_chunk_6.wav;Ed è tutto grazie per averci seguito. Il tg uno torna alle 8, buona giornata. 
587;01_27_2022_chunk_1.wav;Buongiorno dal TG uno, entra nel vivo la partita del Quirinale dopo i tre scrutini a maggioranza qualificata, da oggi scende a 505 voti il quorum per eleggere il nuovo capo dello Stato. Nello scrutinio di ieri ancora molte schede bianche, ma fino a tarda serata si sono susseguiti incontri e contatti tra gli schieramenti nel tentativo di individuare un candidato condiviso. 
588;01_27_2022_chunk_2.wav;L'andamento della pandemia comincia a scendere la curva a livello globale, rivela l'OMS in Italia ieri poco più di 167.200 i nuovi casi in calo recovery e terapie intensive, ma ancora molti decessi, oltre 400. Stabile il tasso di positività al 15 e 2%. Allo studio del governo. L'estensione della durata del Green pass per chi ha avuto tre dosi di vaccino. 
589;01_27_2022_chunk_3.wav;Resta aperta la via diplomatica tra Russia e Occidente sulla crisi in Ucraina. Stati Uniti e NATO hanno consegnato a Mosca le risposte scritte alle proposte russe sulla sicurezza. Kiev sia libera di scegliersi gli alleati, chiede la NATO. Intanto a Parigi si è tenuto il primo confronto tra emissari di Russia, Ucraina, Francia e Germania. Ma resta alta la tensione. 
590;01_27_2022_chunk_4.wav;Un dissidio tra fratelli, forse per l'eredità, è all'origine della strage avvenuta ieri a Licata, vicino Agrigento, dove un uomo, Angelo Tardino, imprenditore agricolo di 48 anni, ha ucciso il fratello Diego di 44 anni, la cognata e i nipoti di 15 e 11 anni e poi si è tolto la vita. Il paese è in lutto. 
591;01_27_2022_chunk_5.wav;In tutto il mondo si celebra oggi il giorno della memoria dell'Olocausto a Roma. Il presidente del Senato, il presidente della Camera, deporranno 1 kr di Fiori in largo. 16 ottobre 1943, luogo simbolo della deportazione degli ebrei romani. A riceverli, le autorità ebraiche e il rabbino Capo di Roma disegni. Il monito del Papa, non deve ripetersi mai più quella indicibile crudeltà. 
